t_s,raw_u16,voltage_V
42.379,3952,0.199002
42.431,3920,0.197391
42.483,3942,0.198499
42.535,3942,0.198499
42.587,3910,0.196887
42.639,3906,0.196686
42.691,3900,0.196384
42.743,3912,0.196988
42.795,3912,0.196988
42.847,3920,0.197391
42.899,3898,0.196283
42.951,3892,0.195981
43.003,3926,0.197693
43.055,3930,0.197894
43.107,3952,0.199002
43.159,3948,0.198801
43.211,3948,0.198801
43.263,3948,0.198801
43.315,3946,0.1987
43.367,3950,0.198901
43.419,3974,0.20011
43.471,3978,0.200311
43.523,3962,0.199506
43.575,3990,0.200916
43.627,3988,0.200815
43.679,3984,0.200613
43.731,3980,0.200412
43.783,3984,0.200613
43.835,3958,0.199304
43.887,3952,0.199002
43.939,3944,0.198599
43.991,3920,0.197391
44.043,3942,0.198499
44.095,3944,0.198599
44.147,3950,0.198901
44.199,3950,0.198901
44.251,3952,0.199002
44.303,3944,0.198599
44.355,3946,0.1987
44.407,3946,0.1987
44.459,3936,0.198196
44.511,3936,0.198196
44.563,3934,0.198096
44.615,3950,0.198901
44.667,3940,0.198398
44.719,3950,0.198901
44.771,3952,0.199002
44.823,3924,0.197592
44.875,3916,0.197189
44.927,3946,0.1987
44.979,3952,0.199002
45.031,3936,0.198196
45.083,3950,0.198901
45.135,3972,0.200009
45.187,3968,0.199808
45.239,3992,0.201016
45.291,3986,0.200714
45.343,3952,0.199002
45.395,3936,0.198196
45.447,3932,0.197995
45.499,3918,0.19729
45.551,3890,0.19588
45.603,3888,0.195779
45.655,3890,0.19588
45.707,3888,0.195779
45.759,3898,0.196283
45.811,3918,0.19729
45.863,3922,0.197491
45.915,3942,0.198499
45.967,3958,0.199304
46.019,3972,0.200009
46.071,3962,0.199506
46.123,3998,0.201318
46.175,4024,0.202628
46.227,4030,0.20293
46.279,4034,0.203131
46.331,4050,0.203937
46.383,4028,0.202829
46.435,4012,0.202023
46.487,3982,0.200513
46.539,3946,0.1987
46.591,3890,0.19588
46.643,3850,0.193866
46.695,3818,0.192255
46.747,3768,0.189737
46.799,3788,0.190744
46.851,3764,0.189535
46.903,3756,0.189133
46.955,3740,0.188327
47.007,3718,0.187219
47.059,3696,0.186111
47.111,3676,0.185104
47.163,3646,0.183593
47.215,3616,0.182083
47.267,3596,0.181076
47.319,3598,0.181176
47.371,3584,0.180472
47.423,3558,0.179162
47.475,3580,0.18027
47.527,3580,0.18027
47.579,3588,0.180673
47.631,3556,0.179062
47.683,3550,0.178759
47.735,3540,0.178256
47.787,3518,0.177148
47.839,3526,0.177551
47.891,3490,0.175738
47.943,3454,0.173925
47.995,3440,0.17322
48.047,3434,0.172918
48.099,3426,0.172515
48.151,3434,0.172918
48.203,3434,0.172918
48.255,3442,0.173321
48.307,3450,0.173724
48.359,3502,0.176342
48.411,3508,0.176645
48.463,3518,0.177148
48.515,3554,0.178961
48.567,3552,0.17886
48.619,3558,0.179162
48.671,3566,0.179565
48.723,3564,0.179464
48.775,3530,0.177752
48.827,3534,0.177954
48.879,3534,0.177954
48.931,3514,0.176947
48.983,3486,0.175537
49.035,3490,0.175738
49.087,3488,0.175637
49.139,3498,0.176141
49.191,3514,0.176947
49.243,3530,0.177752
49.295,3546,0.178558
49.347,3552,0.17886
49.399,3582,0.180371
49.451,3576,0.180069
49.503,3566,0.179565
49.555,3552,0.17886
49.607,3532,0.177853
49.659,3508,0.176645
49.711,3480,0.175235
49.763,3468,0.17463
49.815,3468,0.17463
49.867,3482,0.175335
49.919,3478,0.175134
49.971,3474,0.174932
50.023,3494,0.17594
50.075,3496,0.17604
50.127,3498,0.176141
50.179,3498,0.176141
50.231,3488,0.175637
50.283,3464,0.174429
50.335,3474,0.174932
50.387,3482,0.175335
50.439,3480,0.175235
50.491,3440,0.17322
50.543,3472,0.174832
50.595,3468,0.17463
50.647,3510,0.176745
50.699,3518,0.177148
50.751,3518,0.177148
50.803,3518,0.177148
50.855,3516,0.177047
50.907,3546,0.178558
50.959,3522,0.17735
51.011,3528,0.177652
51.063,3492,0.175839
51.115,3496,0.17604
51.167,3496,0.17604
51.219,3496,0.17604
51.271,3498,0.176141
51.323,3494,0.17594
51.375,3496,0.17604
51.427,3496,0.17604
51.479,3498,0.176141
51.531,3486,0.175537
51.583,3480,0.175235
51.635,3508,0.176645
51.687,3508,0.176645
51.739,3510,0.176745
51.791,3508,0.176645
51.843,3508,0.176645
51.895,3512,0.176846
51.947,3524,0.17745
51.999,3558,0.179162
52.051,3528,0.177652
52.103,3538,0.178155
52.155,3576,0.180069
52.207,3576,0.180069
52.259,3576,0.180069
52.311,3580,0.18027
52.363,3584,0.180472
52.415,3544,0.178457
52.467,3568,0.179666
52.519,3566,0.179565
52.571,3542,0.178357
52.623,3540,0.178256
52.675,3540,0.178256
52.727,3530,0.177752
52.779,3550,0.178759
52.831,3564,0.179464
52.883,3574,0.179968
52.935,3564,0.179464
52.987,3564,0.179464
53.039,3590,0.180774
53.091,3614,0.181982
53.143,3614,0.181982
53.195,3582,0.180371
53.247,3570,0.179767
53.299,3532,0.177853
53.351,3566,0.179565
53.403,3564,0.179464
53.455,3540,0.178256
53.507,3516,0.177047
53.559,3514,0.176947
53.611,3522,0.17735
53.663,3536,0.178054
53.715,3546,0.178558
53.767,3514,0.176947
53.819,3528,0.177652
53.871,3552,0.17886
53.923,3578,0.180169
53.975,3584,0.180472
54.027,3584,0.180472
54.079,3582,0.180371
54.131,3584,0.180472
54.183,3584,0.180472
54.235,3578,0.180169
54.287,3554,0.178961
54.339,3538,0.178155
54.391,3534,0.177954
54.443,3554,0.178961
54.495,3574,0.179968
54.547,3566,0.179565
54.599,3566,0.179565
54.651,3562,0.179364
54.703,3564,0.179464
54.755,3550,0.178759
54.807,3554,0.178961
54.859,3554,0.178961
54.911,3554,0.178961
54.963,3564,0.179464
55.015,3566,0.179565
55.067,3568,0.179666
55.119,3522,0.17735
55.171,3546,0.178558
55.223,3532,0.177853
55.275,3514,0.176947
55.327,3492,0.175839
55.379,3488,0.175637
55.431,3490,0.175738
55.483,3476,0.175033
55.535,3550,0.178759
55.587,3532,0.177853
55.639,3532,0.177853
55.691,3556,0.179062
55.743,3560,0.179263
55.795,3562,0.179364
55.847,3558,0.179162
55.899,3540,0.178256
55.951,3510,0.176745
56.003,3510,0.176745
56.055,3518,0.177148
56.107,3460,0.174228
56.159,3452,0.173825
56.211,3454,0.173925
56.263,3454,0.173925
56.315,3486,0.175537
56.367,3490,0.175738
56.419,3456,0.174026
56.471,3466,0.17453
56.523,3500,0.176242
56.575,3530,0.177752
56.627,3552,0.17886
56.679,3554,0.178961
56.731,3548,0.178659
56.783,3544,0.178457
56.835,3602,0.181378
56.887,3598,0.181176
56.939,3598,0.181176
56.991,3576,0.180069
57.043,3552,0.17886
57.095,3552,0.17886
57.147,3568,0.179666
57.199,3570,0.179767
57.251,3532,0.177853
57.303,3522,0.17735
57.355,3522,0.17735
57.407,3524,0.17745
57.459,3522,0.17735
57.511,3522,0.17735
57.563,3482,0.175335
57.615,3480,0.175235
57.667,3504,0.176443
57.719,3512,0.176846
57.771,3504,0.176443
57.823,3500,0.176242
57.875,3502,0.176342
57.927,3502,0.176342
57.979,3532,0.177853
58.031,3540,0.178256
58.083,3528,0.177652
58.135,3544,0.178457
58.187,3546,0.178558
58.239,3572,0.179867
58.291,3572,0.179867
58.343,3594,0.180975
58.395,3572,0.179867
58.447,3594,0.180975
58.499,3598,0.181176
58.551,3596,0.181076
58.603,3598,0.181176
58.655,3576,0.180069
58.707,3558,0.179162
58.759,3528,0.177652
58.811,3540,0.178256
58.863,3534,0.177954
58.915,3532,0.177853
58.967,3488,0.175637
59.019,3492,0.175839
59.071,3456,0.174026
59.123,3474,0.174932
59.175,3484,0.175436
59.227,3494,0.17594
59.279,3456,0.174026
59.331,3450,0.173724
59.383,3482,0.175335
59.435,3474,0.174932
59.487,3506,0.176544
59.539,3528,0.177652
59.591,3528,0.177652
59.643,3530,0.177752
59.695,3554,0.178961
59.747,3556,0.179062
59.799,3556,0.179062
59.851,3564,0.179464
59.903,3562,0.179364
59.955,3508,0.176645
60.007,3506,0.176544
60.059,3506,0.176544
60.111,3498,0.176141
60.163,3504,0.176443
60.215,3550,0.178759
60.267,3552,0.17886
60.319,3564,0.179464
60.371,3624,0.182486
60.423,3638,0.183191
60.475,3654,0.183996
60.527,3668,0.184701
60.579,3682,0.185406
60.631,3650,0.183795
60.683,3654,0.183996
60.735,3664,0.1845
60.787,3652,0.183896
60.839,3666,0.184601
60.891,3672,0.184903
60.943,3696,0.186111
60.995,3730,0.187823
61.047,3780,0.190341
61.099,3850,0.193866
61.151,3914,0.197089
61.203,3990,0.200916
61.255,4058,0.20434
61.307,4160,0.209476
61.359,4230,0.213001
61.411,4300,0.216526
61.463,4365,0.219799
61.515,4411,0.222115
61.567,4455,0.224331
61.619,4509,0.22705
61.671,4575,0.230373
61.723,4595,0.23138
61.775,4639,0.233596
61.827,4671,0.235207
61.879,4711,0.237221
61.931,4775,0.240444
61.983,4809,0.242156
62.035,4851,0.244271
62.087,4881,0.245782
62.139,4919,0.247695
62.191,4945,0.249004
62.243,4977,0.250616
62.295,4977,0.250616
62.347,4985,0.251019
62.399,5017,0.25263
62.451,4989,0.25122
62.503,4983,0.250918
62.555,4969,0.250213
62.607,4973,0.250414
62.659,4941,0.248803
62.711,4949,0.249206
62.763,4923,0.247897
62.815,4903,0.246889
62.867,4911,0.247292
62.919,4903,0.246889
62.971,4901,0.246789
63.023,4891,0.246285
63.075,4915,0.247494
63.127,4917,0.247594
63.179,4925,0.247997
63.231,4933,0.2484
63.283,4985,0.251019
63.335,4993,0.251421
63.387,5011,0.252328
63.439,5045,0.25404
63.491,5051,0.254342
63.543,5063,0.254946
63.595,5113,0.257464
63.647,5169,0.260284
63.699,5187,0.26119
63.751,5203,0.261996
63.803,5135,0.258572
63.855,5027,0.253133
63.907,4937,0.248602
63.959,4849,0.24417
64.011,4719,0.237624
64.063,4587,0.230977
64.115,4414,0.222266
64.167,4314,0.21723
64.219,4292,0.216123
64.271,4292,0.216123
64.323,4304,0.216727
64.375,4306,0.216828
64.427,4316,0.217331
64.479,4312,0.21713
64.531,4343,0.218691
64.583,4343,0.218691
64.635,4351,0.219094
64.687,4379,0.220504
64.739,4373,0.220201
64.791,4371,0.220101
64.843,4365,0.219799
64.895,4365,0.219799
64.947,4336,0.218338
64.999,4322,0.217633
65.051,4316,0.217331
65.103,4298,0.216425
65.155,4300,0.216526
65.207,4292,0.216123
65.259,4280,0.215518
65.311,4278,0.215418
65.363,4301,0.216576
65.415,4337,0.218389
65.467,4339,0.218489
65.519,4343,0.218691
65.571,4341,0.21859
65.623,4347,0.218892
65.675,4357,0.219396
65.727,4357,0.219396
65.779,4345,0.218791
65.831,4319,0.217482
65.883,4307,0.216878
65.935,4293,0.216173
65.987,4293,0.216173
66.039,4287,0.215871
66.091,4273,0.215166
66.143,4269,0.214965
66.195,4289,0.215972
66.247,4293,0.216173
66.299,4305,0.216777
66.351,4270,0.215015
66.403,4270,0.215015
66.455,4276,0.215317
66.507,4290,0.216022
66.559,4296,0.216324
66.611,4296,0.216324
66.663,4290,0.216022
66.715,4292,0.216123
66.767,4319,0.217482
66.819,4317,0.217382
66.871,4315,0.217281
66.923,4315,0.217281
66.975,4309,0.216979
67.027,4309,0.216979
67.079,4305,0.216777
67.131,4291,0.216072
67.183,4295,0.216274
67.235,4297,0.216374
67.287,4297,0.216374
67.339,4297,0.216374
67.391,4291,0.216072
67.443,4285,0.21577
67.495,4289,0.215972
67.547,4297,0.216374
67.599,4291,0.216072
67.651,4283,0.215669
67.703,4277,0.215367
67.755,4277,0.215367
67.807,4295,0.216274
67.859,4311,0.217079
67.911,4309,0.216979
67.963,4303,0.216677
68.015,4313,0.21718
68.067,4311,0.217079
68.119,4317,0.217382
68.171,4317,0.217382
68.223,4293,0.216173
68.275,4271,0.215065
68.327,4279,0.215468
68.379,4287,0.215871
68.431,4285,0.21577
68.483,4293,0.216173
68.535,4293,0.216173
68.587,4317,0.217382
68.639,4333,0.218187
68.691,4343,0.218691
68.743,4339,0.218489
68.795,4327,0.217885
68.847,4355,0.219295
68.899,4357,0.219396
68.951,4355,0.219295
69.003,4329,0.217986
69.055,4327,0.217885
69.107,4329,0.217986
69.159,4333,0.218187
69.211,4341,0.21859
69.263,4315,0.217281
69.315,4315,0.217281
69.367,4307,0.216878
69.419,4313,0.21718
69.471,4301,0.216576
69.523,4301,0.216576
69.575,4295,0.216274
69.627,4297,0.216374
69.679,4325,0.217784
69.731,4319,0.217482
69.783,4317,0.217382
69.835,4313,0.21718
69.887,4349,0.218993
69.939,4353,0.219194
69.991,4351,0.219094
70.043,4337,0.218389
70.095,4307,0.216878
70.147,4309,0.216979
70.199,4321,0.217583
70.251,4329,0.217986
70.303,4291,0.216072
70.355,4285,0.21577
70.407,4285,0.21577
70.459,4299,0.216475
70.511,4323,0.217684
70.563,4305,0.216777
70.615,4299,0.216475
70.667,4287,0.215871
70.719,4301,0.216576
70.771,4293,0.216173
70.823,4285,0.21577
70.875,4301,0.216576
70.927,4277,0.215367
70.979,4327,0.217885
71.031,4351,0.219094
71.083,4367,0.219899
71.135,4421,0.222618
71.187,4511,0.22715
71.239,4633,0.233294
71.291,4749,0.239135
71.343,4933,0.2484
71.395,5303,0.267031
71.447,5853,0.294726
71.499,6523,0.328464
71.551,7413,0.37328
71.603,8493,0.427663
71.655,9429,0.474795
71.707,10206,0.513921
71.759,11064,0.557125
71.811,11914,0.599927
71.863,12662,0.637592
71.915,13308,0.670121
71.967,13770,0.693385
72.019,14141,0.712067
72.071,14567,0.733518
72.123,15141,0.762422
72.175,15631,0.787095
72.227,16043,0.807842
72.279,16373,0.824459
72.331,16723,0.842083
72.383,17051,0.858599
72.435,17295,0.870886
72.487,17691,0.890826
72.539,18024,0.907594
72.591,18458,0.929448
72.643,18834,0.948382
72.695,19418,0.977789
72.747,20070,1.01062
72.799,20674,1.041034
72.851,21194,1.067219
72.903,21658,1.090584
72.955,22194,1.117574
73.007,22671,1.141593
73.059,23105,1.163447
73.111,23347,1.175633
73.163,23477,1.182179
73.215,23601,1.188423
73.267,23797,1.198292
73.319,23991,1.208061
73.371,24161,1.216622
73.423,24245,1.220851
73.475,24305,1.223873
73.527,24341,1.225686
73.579,24409,1.22911
73.631,24433,1.230318
73.683,24397,1.228505
73.735,24351,1.226189
73.787,24371,1.227196
73.839,24419,1.229613
73.891,24427,1.230016
73.943,24443,1.230822
73.995,24431,1.230217
74.047,24475,1.232433
74.099,24569,1.237166
74.151,24619,1.239684
74.203,24613,1.239382
74.255,24589,1.238173
74.307,24611,1.239281
74.359,24725,1.245022
74.411,24871,1.252373
74.463,25011,1.259423
74.515,25145,1.266171
74.567,25304,1.274177
74.619,25474,1.282737
74.671,25598,1.288981
74.723,25541,1.286111
74.775,25149,1.266372
74.827,24683,1.242907
74.879,24233,1.220247
74.931,23737,1.195271
74.983,23205,1.168483
75.035,22683,1.142197
75.087,22215,1.118631
75.139,21939,1.104733
75.191,21859,1.100705
75.243,21837,1.099597
75.295,21795,1.097482
75.347,21803,1.097885
75.399,21879,1.101712
75.451,21879,1.101712
75.503,21835,1.099496
75.555,21783,1.096878
75.607,21817,1.09859
75.659,21859,1.100705
75.711,21875,1.101511
75.763,21883,1.101913
75.815,21841,1.099799
75.867,21877,1.101611
75.919,21915,1.103525
75.971,21913,1.103424
76.023,21867,1.101108
76.075,21817,1.09859
76.127,21825,1.098993
76.179,21847,1.100101
76.231,21823,1.098892
76.283,21781,1.096777
76.335,21759,1.095669
76.387,21765,1.095972
76.439,21825,1.098993
76.491,21829,1.099194
76.543,21781,1.096777
76.595,21721,1.093756
76.647,21751,1.095267
76.699,21743,1.094864
76.751,21703,1.09285
76.803,21725,1.093957
76.855,21669,1.091138
76.907,21635,1.089425
76.959,21671,1.091238
77.011,21681,1.091742
77.063,21621,1.08872
77.115,21627,1.089023
77.167,21665,1.090936
77.219,21647,1.09003
77.271,21637,1.089526
77.323,21641,1.089728
77.375,21623,1.088821
77.427,21607,1.088016
77.479,21635,1.089425
77.531,21623,1.088821
77.583,21581,1.086706
77.635,21541,1.084692
77.687,21561,1.085699
77.739,21593,1.087311
77.791,21587,1.087008
77.843,21569,1.086102
77.895,21547,1.084994
77.947,21559,1.085598
77.999,21603,1.087814
78.051,21609,1.088116
78.103,21583,1.086807
78.155,21587,1.087008
78.207,21553,1.085296
78.259,21577,1.086505
78.311,21621,1.08872
78.363,21565,1.085901
78.415,21517,1.083484
78.467,21577,1.086505
78.519,21611,1.088217
78.571,21571,1.086203
78.623,21579,1.086606
78.675,21565,1.085901
78.727,21537,1.084491
78.779,21585,1.086908
78.831,21607,1.088016
78.883,21533,1.084289
78.935,21505,1.082879
78.987,21525,1.083886
79.039,21563,1.0858
79.091,21557,1.085498
79.143,21535,1.08439
79.194,21525,1.083886
79.246,21515,1.083383
79.298,21551,1.085196
79.35,21567,1.086001
79.402,21553,1.085296
79.454,21501,1.082678
79.506,21491,1.082174
79.558,21521,1.083685
79.61,21533,1.084289
79.662,21519,1.083584
79.714,21465,1.080865
79.766,21443,1.079757
79.818,21455,1.080362
79.87,21511,1.083182
79.922,21493,1.082275
79.974,21431,1.079153
80.026,21401,1.077642
80.078,21433,1.079254
80.13,21475,1.081369
80.182,21467,1.080966
80.234,21423,1.07875
80.286,21377,1.076434
80.338,21427,1.078952
80.39,21473,1.081268
80.442,21461,1.080664
80.494,21409,1.078045
80.546,21377,1.076434
80.598,21401,1.077642
80.65,21409,1.078045
80.702,21407,1.077945
80.754,21357,1.075427
80.806,21335,1.074319
80.858,21359,1.075528
80.91,21377,1.076434
80.962,21309,1.07301
81.014,21168,1.06591
81.066,21098,1.062385
81.118,21118,1.063392
81.17,21214,1.068226
81.222,21284,1.071751
81.274,21274,1.071247
81.326,21208,1.067924
81.378,21090,1.061982
81.43,20944,1.05463
81.482,20780,1.046372
81.534,20556,1.035093
81.586,20236,1.018979
81.638,19966,1.005383
81.69,19790,0.996521
81.742,19752,0.994607
81.794,19942,1.004175
81.846,20196,1.016965
81.898,20512,1.032877
81.95,20976,1.056242
82.002,21540,1.084642
82.054,22147,1.115207
82.106,22743,1.145219
82.158,23293,1.172914
82.21,23735,1.19517
82.262,24099,1.2135
82.314,24229,1.220046
82.366,24147,1.215917
82.418,24053,1.211183
82.47,24089,1.212996
82.522,24401,1.228707
82.574,24759,1.246734
82.626,25167,1.267279
82.678,25845,1.301419
82.73,26858,1.352428
82.782,27934,1.40661
82.834,28948,1.45767
82.885,29830,1.502083
82.937,30494,1.535518
82.989,31143,1.568199
83.041,31771,1.599821
83.093,32309,1.626912
83.145,32851,1.654205
83.197,33367,1.680188
83.249,33843,1.704156
83.301,34215,1.722889
83.353,34432,1.733816
83.405,34572,1.740865
83.457,34778,1.751238
83.509,34840,1.75436
83.561,34682,1.746404
83.613,34512,1.737844
83.665,34430,1.733715
83.717,34428,1.733614
83.769,34512,1.737844
83.821,34582,1.741369
83.873,34554,1.739959
83.925,34600,1.742275
83.977,34708,1.747713
84.029,34355,1.729938
84.081,33793,1.701639
84.133,33215,1.672534
84.185,32601,1.641616
84.237,32041,1.613417
84.289,31513,1.58683
84.341,30925,1.557221
84.393,30283,1.524894
84.445,30125,1.516938
84.497,30143,1.517844
84.549,30165,1.518952
84.601,30189,1.52016
84.653,30177,1.519556
84.705,30149,1.518146
84.757,30165,1.518952
84.809,30227,1.522074
84.861,30233,1.522376
84.913,30219,1.521671
84.965,30177,1.519556
85.017,30175,1.519455
85.069,30187,1.52006
85.121,30193,1.520362
85.173,30181,1.519757
85.225,30173,1.519354
85.277,30199,1.520664
85.329,30231,1.522275
85.381,30229,1.522174
85.433,30201,1.520764
85.485,30189,1.52016
85.537,30187,1.52006
85.589,30201,1.520764
85.641,30167,1.519052
85.693,30125,1.516938
85.745,30063,1.513816
85.797,30071,1.514218
85.849,30105,1.51593
85.901,30105,1.51593
85.953,30097,1.515528
86.005,30077,1.51452
86.057,30097,1.515528
86.109,30129,1.517139
86.167,30173,1.519354
86.219,30175,1.519455
86.271,30143,1.517844
86.323,30155,1.518448
86.375,30175,1.519455
86.427,30183,1.519858
86.479,30225,1.521973
86.531,30207,1.521067
86.583,30189,1.52016
86.635,30177,1.519556
86.687,30199,1.520664
86.739,30215,1.52147
86.791,30199,1.520664
86.843,30175,1.519455
86.895,30115,1.516434
86.947,30129,1.517139
86.999,30161,1.51875
87.051,30155,1.518448
87.103,30131,1.51724
87.155,30105,1.51593
87.207,30105,1.51593
87.259,30143,1.517844
87.311,30157,1.518549
87.363,30117,1.516535
87.415,30085,1.514923
87.467,30093,1.515326
87.519,30117,1.516535
87.571,30131,1.51724
87.623,30099,1.515628
87.675,30045,1.512909
87.727,30071,1.514218
87.779,30117,1.516535
87.831,30155,1.518448
87.883,30139,1.517642
87.935,30131,1.51724
87.987,30127,1.517038
88.039,30163,1.518851
88.091,30193,1.520362
88.143,30133,1.51734
88.195,30099,1.515628
88.247,30079,1.514621
88.299,30117,1.516535
88.351,30113,1.516333
88.403,30085,1.514923
88.455,30063,1.513816
88.507,30073,1.514319
88.559,30109,1.516132
88.611,30105,1.51593
88.663,30079,1.514621
88.715,30039,1.512607
88.767,30037,1.512506
88.819,30095,1.515427
88.871,30113,1.516333
88.923,30075,1.51442
88.975,30027,1.512003
89.027,30035,1.512406
89.079,30075,1.51442
89.131,30069,1.514118
89.183,30029,1.512103
89.235,29963,1.50878
89.286,29941,1.507672
89.338,29993,1.510291
89.39,30045,1.512909
89.442,30049,1.51311
89.494,29951,1.508176
89.546,29883,1.504752
89.598,29867,1.503946
89.65,29949,1.508075
89.702,30115,1.516434
89.754,30255,1.523484
89.806,30457,1.533655
89.858,30793,1.550574
89.91,31321,1.577162
89.962,31875,1.605058
90.014,32381,1.630538
90.066,32845,1.653902
90.118,33349,1.679281
90.17,33969,1.710501
90.222,34652,1.744894
90.274,35266,1.775811
90.326,35862,1.805823
90.378,36502,1.83805
90.43,37210,1.873701
90.482,37904,1.908647
90.534,38512,1.939263
90.586,39039,1.9658
90.638,39471,1.987553
90.69,39867,2.007494
90.742,40133,2.020888
90.794,40339,2.031261
90.846,40535,2.041131
90.898,40713,2.050094
90.95,40843,2.05664
91.001,40995,2.064294
91.053,41149,2.072049
91.105,41301,2.079702
91.157,41535,2.091486
91.209,41805,2.105081
91.261,42034,2.116612
91.313,42234,2.126684
91.365,42472,2.138668
91.417,42714,2.150854
91.469,42982,2.164349
91.521,43216,2.176132
91.573,43388,2.184793
91.625,43510,2.190936
91.677,43640,2.197482
91.729,43824,2.206748
91.781,43908,2.210977
91.833,43914,2.21128
91.885,43832,2.20715
91.937,43828,2.206949
91.989,43856,2.208359
92.041,43876,2.209366
92.093,43852,2.208157
92.145,43776,2.20433
92.197,43770,2.204028
92.249,43810,2.206042
92.301,43862,2.208661
92.353,43840,2.207553
92.405,43826,2.206848
92.457,43872,2.209164
92.509,43976,2.214402
92.561,44058,2.21853
92.613,44092,2.220242
92.665,43950,2.213092
92.717,43752,2.203122
92.769,43614,2.196173
92.821,43426,2.186706
92.873,43146,2.172607
92.925,42828,2.156594
92.977,42554,2.142797
93.029,42344,2.132222
93.081,42248,2.127388
93.133,42212,2.125576
93.185,42124,2.121144
93.237,42084,2.11913
93.289,42138,2.121849
93.341,42170,2.123461
93.393,42158,2.122856
93.445,42110,2.12044
93.497,42108,2.120339
93.549,42160,2.122957
93.601,42172,2.123561
93.653,42194,2.124669
93.705,42154,2.122655
93.757,42172,2.123561
93.809,42222,2.126079
93.861,42242,2.127086
93.913,42244,2.127187
93.965,42190,2.124468
94.017,42214,2.125676
94.069,42218,2.125878
94.121,42234,2.126684
94.173,42204,2.125173
94.225,42158,2.122856
94.277,42152,2.122554
94.329,42194,2.124669
94.381,42228,2.126381
94.433,42216,2.125777
94.485,42182,2.124065
94.537,42184,2.124166
94.589,42228,2.126381
94.641,42252,2.12759
94.693,42244,2.127187
94.745,42152,2.122554
94.797,42148,2.122353
94.849,42180,2.123964
94.901,42206,2.125274
94.953,42192,2.124568
95.005,42144,2.122152
95.057,42140,2.12195
95.109,42184,2.124166
95.161,42242,2.127086
95.213,42226,2.12628
95.265,42190,2.124468
95.317,42186,2.124266
95.369,42228,2.126381
95.421,42256,2.127791
95.473,42238,2.126885
95.525,42192,2.124568
95.577,42188,2.124367
95.629,42226,2.12628
95.681,42240,2.126986
95.733,42222,2.126079
95.785,42168,2.12336
95.837,42186,2.124266
95.889,42196,2.12477
95.94,42232,2.126583
95.992,42218,2.125878
96.044,42142,2.122051
96.096,42136,2.121749
96.148,42160,2.122957
96.2,42166,2.123259
96.252,42162,2.123058
96.304,42142,2.122051
96.356,42148,2.122353
96.408,42174,2.123662
96.46,42242,2.127086
96.512,42238,2.126885
96.564,42198,2.12487
96.616,42222,2.126079
96.668,42212,2.125576
96.72,42246,2.127288
96.772,42214,2.125676
96.824,42196,2.12477
96.876,42170,2.123461
96.928,42190,2.124468
96.98,42236,2.126784
97.032,42216,2.125777
97.084,42172,2.123561
97.136,42138,2.121849
97.188,42156,2.122756
97.24,42170,2.123461
97.292,42126,2.121245
97.344,42076,2.118728
97.396,42038,2.116814
97.448,42042,2.117015
97.5,42078,2.118828
97.552,41974,2.113591
97.604,41767,2.103168
97.656,41589,2.094205
97.708,41523,2.090881
97.76,41479,2.088666
97.812,41453,2.087356
97.864,41443,2.086853
97.916,41447,2.087054
97.968,41609,2.095212
98.02,41831,2.10639
98.072,42048,2.117318
98.124,42302,2.130107
98.176,42584,2.144308
98.228,42842,2.157299
98.28,43042,2.16737
98.332,43194,2.175024
98.384,43324,2.18157
98.436,43488,2.189828
98.488,43604,2.19567
98.54,43528,2.191842
98.592,43386,2.184692
98.644,43252,2.177944
98.696,43196,2.175125
98.748,43164,2.173514
98.8,43164,2.173514
98.852,43134,2.172003
98.904,43226,2.176635
98.956,43452,2.188016
99.008,43740,2.202518
99.06,44008,2.216013
99.112,44256,2.228501
99.164,44550,2.243305
99.216,44866,2.259217
99.268,45268,2.27946
99.32,45648,2.298594
99.372,46064,2.319542
99.424,46442,2.338576
99.476,46863,2.359776
99.528,47289,2.381227
99.58,47667,2.400261
99.632,47965,2.415267
99.684,48167,2.425438
99.736,48355,2.434905
99.788,48525,2.443465
99.84,48713,2.452932
99.892,48859,2.460284
99.944,48983,2.466528
99.996,49113,2.473074
100.048,49293,2.482138
100.1,49471,2.491101
100.152,49558,2.495482
100.204,49578,2.496489
100.256,49602,2.497697
100.308,49656,2.500416
100.36,49672,2.501222
100.412,49650,2.500114
100.464,49590,2.497093
100.516,49568,2.495985
100.568,49600,2.497597
100.62,49640,2.499611
100.672,49612,2.498201
100.724,49546,2.494878
100.776,49514,2.493266
100.828,49552,2.49518
100.88,49586,2.496892
100.932,49566,2.495885
100.984,49518,2.493468
101.036,49510,2.493065
101.088,49556,2.495381
101.14,49562,2.495683
101.192,49550,2.495079
101.244,49502,2.492662
101.296,49494,2.492259
101.348,49546,2.494878
101.4,49580,2.49659
101.452,49580,2.49659
101.504,49534,2.494274
101.556,49550,2.495079
101.608,49614,2.498302
101.66,49654,2.500316
101.712,49640,2.499611
101.764,49598,2.497496
101.816,49602,2.497697
101.868,49650,2.500114
101.92,49674,2.501323
101.972,49654,2.500316
102.024,49596,2.497395
102.076,49594,2.497295
102.128,49650,2.500114
102.18,49710,2.503136
102.232,49629,2.499057
102.284,49427,2.488885
102.336,49209,2.477908
102.388,49043,2.469549
102.44,48863,2.460485
102.492,48605,2.447494
102.544,48327,2.433495
102.596,48071,2.420604
102.648,47947,2.41436
102.7,47881,2.411037
102.752,47859,2.409929
102.804,47819,2.407915
102.856,47837,2.408821
102.908,47893,2.411641
